0 492 blocks     4 its      1.250 Fl/B        585 GB/s       732 GF/s   1297 Mhz   99 W   37°C
1 492 blocks     4 its      1.250 Fl/B        823 GB/s      1028 GF/s   2805 Mhz   177 W   48°C

0 492 blocks     6 its      1.750 Fl/B        586 GB/s      1025 GF/s   1297 Mhz   101 W   38°C
1 492 blocks     6 its      1.750 Fl/B        822 GB/s      1439 GF/s   2805 Mhz   179 W   51°C

0 492 blocks    10 its      2.750 Fl/B        581 GB/s      1599 GF/s   1297 Mhz   101 W   40°C
1 492 blocks    10 its      2.750 Fl/B        825 GB/s      2268 GF/s   2805 Mhz   182 W   53°C

0 492 blocks    14 its      3.750 Fl/B        581 GB/s      2180 GF/s   1297 Mhz   102 W   41°C
1 492 blocks    14 its      3.750 Fl/B        826 GB/s      3099 GF/s   2797 Mhz   184 W   55°C

0 492 blocks    20 its      5.250 Fl/B        582 GB/s      3054 GF/s   1297 Mhz   103 W   42°C
1 492 blocks    20 its      5.250 Fl/B        826 GB/s      4337 GF/s   2797 Mhz   188 W   58°C

0 492 blocks    22 its      5.750 Fl/B        560 GB/s      3218 GF/s   1297 Mhz   101 W   43°C
1 492 blocks    22 its      5.750 Fl/B        827 GB/s      4754 GF/s   2797 Mhz   193 W   60°C

0 492 blocks    32 its      8.250 Fl/B        562 GB/s      4639 GF/s   1297 Mhz   104 W   45°C
1 492 blocks    32 its      8.250 Fl/B        827 GB/s      6820 GF/s   2790 Mhz   199 W   63°C

0 492 blocks    36 its      9.250 Fl/B        564 GB/s      5213 GF/s   1297 Mhz   105 W   45°C
1 492 blocks    36 its      9.250 Fl/B        825 GB/s      7627 GF/s   2775 Mhz   200 W   64°C

0 492 blocks    44 its      11.250 Fl/B        566 GB/s      6368 GF/s   1297 Mhz   106 W   47°C
1 492 blocks    44 its      11.250 Fl/B        826 GB/s      9290 GF/s   2737 Mhz   200 W   66°C

0 492 blocks    48 its      12.250 Fl/B        567 GB/s      6945 GF/s   1297 Mhz   107 W   47°C
1 492 blocks    48 its      12.250 Fl/B        826 GB/s     10113 GF/s   2715 Mhz   200 W   66°C

0 492 blocks    60 its      15.250 Fl/B        568 GB/s      8661 GF/s   1305 Mhz   107 W   48°C
1 492 blocks    60 its      15.250 Fl/B        825 GB/s     12574 GF/s   2640 Mhz   200 W   68°C

0 492 blocks    66 its      16.750 Fl/B        568 GB/s      9512 GF/s   1305 Mhz   107 W   49°C
1 492 blocks    66 its      16.750 Fl/B        824 GB/s     13794 GF/s   2617 Mhz   200 W   68°C

0 492 blocks    72 its      18.250 Fl/B        568 GB/s     10358 GF/s   1305 Mhz   107 W   50°C
1 492 blocks    72 its      18.250 Fl/B        822 GB/s     15008 GF/s   2587 Mhz   200 W   69°C

0 492 blocks    88 its      22.250 Fl/B        565 GB/s     12569 GF/s   1297 Mhz   109 W   51°C
1 492 blocks    88 its      22.250 Fl/B        818 GB/s     18198 GF/s   2527 Mhz   200 W   70°C

0 492 blocks    96 its      24.250 Fl/B        562 GB/s     13618 GF/s   1290 Mhz   113 W   52°C
1 492 blocks    96 its      24.250 Fl/B        816 GB/s     19778 GF/s   2497 Mhz   200 W   70°C

0 492 blocks   116 its      29.250 Fl/B        539 GB/s     15769 GF/s   1305 Mhz   120 W   53°C
1 492 blocks   116 its      29.250 Fl/B        807 GB/s     23594 GF/s   2392 Mhz   200 W   71°C

0 492 blocks   126 its      31.750 Fl/B        498 GB/s     15818 GF/s   1305 Mhz   115 W   54°C
1 492 blocks   126 its      31.750 Fl/B        804 GB/s     25516 GF/s   2355 Mhz   200 W   71°C

0 492 blocks   138 its      34.750 Fl/B        456 GB/s     15834 GF/s   1297 Mhz   111 W   54°C
1 492 blocks   138 its      34.750 Fl/B        789 GB/s     27414 GF/s   2302 Mhz   200 W   71°C

0 492 blocks   150 its      37.750 Fl/B        425 GB/s     16031 GF/s   1297 Mhz   107 W   54°C
1 492 blocks   150 its      37.750 Fl/B        748 GB/s     28230 GF/s   2325 Mhz   200 W   71°C

0 492 blocks   164 its      41.250 Fl/B        393 GB/s     16218 GF/s   1305 Mhz   105 W   55°C
1 492 blocks   164 its      41.250 Fl/B        700 GB/s     28880 GF/s   2355 Mhz   200 W   71°C

0 492 blocks   194 its      48.750 Fl/B        340 GB/s     16554 GF/s   1305 Mhz   104 W   55°C
1 492 blocks   194 its      48.750 Fl/B        613 GB/s     29892 GF/s   2400 Mhz   200 W   72°C

0 492 blocks   212 its      53.250 Fl/B        314 GB/s     16727 GF/s   1305 Mhz   104 W   55°C
1 492 blocks   212 its      53.250 Fl/B        572 GB/s     30435 GF/s   2415 Mhz   200 W   72°C

0 492 blocks   230 its      57.750 Fl/B        289 GB/s     16686 GF/s   1305 Mhz   102 W   55°C
1 492 blocks   230 its      57.750 Fl/B        535 GB/s     30902 GF/s   2445 Mhz   200 W   72°C

0 492 blocks   272 its      68.250 Fl/B        249 GB/s     16985 GF/s   1305 Mhz   98 W   55°C
1 492 blocks   272 its      68.250 Fl/B        467 GB/s     31845 GF/s   2467 Mhz   200 W   73°C

0 492 blocks   296 its      74.250 Fl/B        229 GB/s     17024 GF/s   1305 Mhz   97 W   55°C
1 492 blocks   296 its      74.250 Fl/B        435 GB/s     32297 GF/s   2482 Mhz   200 W   73°C

0 492 blocks   322 its      80.750 Fl/B        211 GB/s     17054 GF/s   1305 Mhz   95 W   55°C
1 492 blocks   322 its      80.750 Fl/B        406 GB/s     32755 GF/s   2505 Mhz   200 W   73°C

0 492 blocks   350 its      87.750 Fl/B        196 GB/s     17194 GF/s   1305 Mhz   93 W   54°C
1 492 blocks   350 its      87.750 Fl/B        379 GB/s     33219 GF/s   2527 Mhz   200 W   73°C

0 492 blocks   412 its      103.250 Fl/B        167 GB/s     17249 GF/s   1305 Mhz   89 W   54°C
1 492 blocks   412 its      103.250 Fl/B        327 GB/s     33807 GF/s   2550 Mhz   200 W   74°C

0 492 blocks   448 its      112.250 Fl/B        154 GB/s     17336 GF/s   1305 Mhz   88 W   54°C
1 492 blocks   448 its      112.250 Fl/B        302 GB/s     33923 GF/s   2550 Mhz   200 W   74°C

0 492 blocks   528 its      132.250 Fl/B        132 GB/s     17468 GF/s   1305 Mhz   84 W   53°C
1 492 blocks   528 its      132.250 Fl/B        262 GB/s     34599 GF/s   2572 Mhz   200 W   75°C

0 492 blocks   574 its      143.750 Fl/B        122 GB/s     17501 GF/s   1305 Mhz   83 W   53°C
1 492 blocks   574 its      143.750 Fl/B        243 GB/s     34948 GF/s   2602 Mhz   200 W   74°C

