0 492 blocks     4 its      1.250 Fl/B        824 GB/s      1030 GF/s   2092 Mhz   135 W   41°C
1 492 blocks     4 its      1.250 Fl/B        824 GB/s      1030 GF/s   2805 Mhz   178 W   50°C

0 492 blocks     8 its      2.250 Fl/B        823 GB/s      1851 GF/s   2092 Mhz   136 W   43°C
1 492 blocks     8 its      2.250 Fl/B        822 GB/s      1849 GF/s   2805 Mhz   181 W   53°C

0 492 blocks    10 its      2.750 Fl/B        824 GB/s      2266 GF/s   2092 Mhz   136 W   45°C
1 492 blocks    10 its      2.750 Fl/B        826 GB/s      2271 GF/s   2797 Mhz   184 W   55°C

0 492 blocks    12 its      3.250 Fl/B        824 GB/s      2679 GF/s   2085 Mhz   136 W   46°C
1 492 blocks    12 its      3.250 Fl/B        827 GB/s      2686 GF/s   2797 Mhz   184 W   57°C

0 492 blocks    14 its      3.750 Fl/B        824 GB/s      3091 GF/s   2085 Mhz   136 W   47°C
1 492 blocks    14 its      3.750 Fl/B        826 GB/s      3098 GF/s   2797 Mhz   186 W   59°C

0 492 blocks    16 its      4.250 Fl/B        824 GB/s      3502 GF/s   2085 Mhz   137 W   48°C
1 492 blocks    16 its      4.250 Fl/B        826 GB/s      3511 GF/s   2797 Mhz   188 W   60°C

0 492 blocks    18 its      4.750 Fl/B        824 GB/s      3913 GF/s   2085 Mhz   138 W   49°C
1 492 blocks    18 its      4.750 Fl/B        826 GB/s      3925 GF/s   2797 Mhz   190 W   62°C

0 492 blocks    20 its      5.250 Fl/B        823 GB/s      4323 GF/s   2085 Mhz   138 W   50°C
1 492 blocks    20 its      5.250 Fl/B        826 GB/s      4338 GF/s   2782 Mhz   192 W   64°C

0 492 blocks    22 its      5.750 Fl/B        825 GB/s      4745 GF/s   2092 Mhz   140 W   51°C
1 492 blocks    22 its      5.750 Fl/B        827 GB/s      4755 GF/s   2782 Mhz   195 W   65°C

0 492 blocks    24 its      6.250 Fl/B        825 GB/s      5158 GF/s   2092 Mhz   141 W   52°C
1 492 blocks    24 its      6.250 Fl/B        827 GB/s      5168 GF/s   2782 Mhz   196 W   67°C

0 492 blocks    28 its      7.250 Fl/B        825 GB/s      5983 GF/s   2092 Mhz   143 W   53°C
1 492 blocks    28 its      7.250 Fl/B        827 GB/s      5995 GF/s   2782 Mhz   200 W   69°C

0 492 blocks    32 its      8.250 Fl/B        825 GB/s      6807 GF/s   2092 Mhz   144 W   54°C
1 492 blocks    32 its      8.250 Fl/B        827 GB/s      6822 GF/s   2767 Mhz   200 W   70°C

0 492 blocks    44 its      11.250 Fl/B        824 GB/s      9275 GF/s   2092 Mhz   145 W   56°C
1 492 blocks    44 its      11.250 Fl/B        826 GB/s      9290 GF/s   2707 Mhz   200 W   71°C

0 492 blocks    48 its      12.250 Fl/B        824 GB/s     10095 GF/s   2092 Mhz   147 W   57°C
1 492 blocks    48 its      12.250 Fl/B        826 GB/s     10115 GF/s   2670 Mhz   200 W   72°C

0 492 blocks    54 its      13.750 Fl/B        823 GB/s     11322 GF/s   2085 Mhz   152 W   58°C
1 492 blocks    54 its      13.750 Fl/B        824 GB/s     11329 GF/s   2640 Mhz   200 W   72°C

0 492 blocks    60 its      15.250 Fl/B        822 GB/s     12542 GF/s   2085 Mhz   158 W   59°C
