0 492 blocks     4 its      1.250 Fl/B        824 GB/s      1030 GF/s   2392 Mhz   144 W   44°C
1 492 blocks     4 its      1.250 Fl/B        823 GB/s      1029 GF/s   2805 Mhz   177 W   49°C

0 492 blocks    10 its      2.750 Fl/B        825 GB/s      2268 GF/s   2392 Mhz   146 W   46°C
1 492 blocks    10 its      2.750 Fl/B        826 GB/s      2270 GF/s   2805 Mhz   182 W   53°C

0 492 blocks    12 its      3.250 Fl/B        825 GB/s      2681 GF/s   2392 Mhz   146 W   48°C
1 492 blocks    12 its      3.250 Fl/B        826 GB/s      2684 GF/s   2797 Mhz   183 W   55°C

0 492 blocks    18 its      4.750 Fl/B        824 GB/s      3916 GF/s   2392 Mhz   151 W   50°C
1 492 blocks    18 its      4.750 Fl/B        826 GB/s      3922 GF/s   2797 Mhz   187 W   58°C

0 492 blocks    22 its      5.750 Fl/B        826 GB/s      4749 GF/s   2392 Mhz   157 W   52°C
1 492 blocks    22 its      5.750 Fl/B        827 GB/s      4754 GF/s   2797 Mhz   193 W   61°C

0 492 blocks    24 its      6.250 Fl/B        826 GB/s      5162 GF/s   2392 Mhz   160 W   54°C
1 492 blocks    24 its      6.250 Fl/B        827 GB/s      5167 GF/s   2790 Mhz   194 W   63°C

0 492 blocks    32 its      8.250 Fl/B        826 GB/s      6812 GF/s   2392 Mhz   166 W   56°C
1 492 blocks    32 its      8.250 Fl/B        827 GB/s      6820 GF/s   2782 Mhz   201 W   66°C

0 492 blocks    36 its      9.250 Fl/B        826 GB/s      7637 GF/s   2392 Mhz   166 W   57°C
1 492 blocks    36 its      9.250 Fl/B        827 GB/s      7645 GF/s   2767 Mhz   200 W   67°C

0 492 blocks    40 its      10.250 Fl/B        825 GB/s      8460 GF/s   2392 Mhz   167 W   58°C
1 492 blocks    40 its      10.250 Fl/B        826 GB/s      8470 GF/s   2737 Mhz   200 W   69°C

0 492 blocks    48 its      12.250 Fl/B        825 GB/s     10107 GF/s   2392 Mhz   172 W   60°C
1 492 blocks    48 its      12.250 Fl/B        826 GB/s     10117 GF/s   2692 Mhz   200 W   70°C

0 492 blocks    54 its      13.750 Fl/B        825 GB/s     11340 GF/s   2392 Mhz   178 W   61°C
1 492 blocks    54 its      13.750 Fl/B        826 GB/s     11351 GF/s   2647 Mhz   200 W   71°C

0 492 blocks    72 its      18.250 Fl/B        823 GB/s     15012 GF/s   2392 Mhz   187 W   63°C
1 492 blocks    72 its      18.250 Fl/B        823 GB/s     15028 GF/s   2572 Mhz   200 W   72°C

0 492 blocks    80 its      20.250 Fl/B        821 GB/s     16625 GF/s   2392 Mhz   190 W   65°C
1 492 blocks    80 its      20.250 Fl/B        822 GB/s     16641 GF/s   2527 Mhz   200 W   73°C

0 492 blocks    88 its      22.250 Fl/B        819 GB/s     18227 GF/s   2392 Mhz   194 W   66°C
1 492 blocks    88 its      22.250 Fl/B        820 GB/s     18238 GF/s   2497 Mhz   200 W   74°C

0 492 blocks    96 its      24.250 Fl/B        817 GB/s     19812 GF/s   2392 Mhz   196 W   68°C
1 492 blocks    96 its      24.250 Fl/B        818 GB/s     19825 GF/s   2460 Mhz   200 W   74°C

0 492 blocks   106 its      26.750 Fl/B        811 GB/s     21687 GF/s   2362 Mhz   200 W   69°C
1 492 blocks   106 its      26.750 Fl/B        812 GB/s     21716 GF/s   2407 Mhz   200 W   75°C

0 492 blocks   126 its      31.750 Fl/B        800 GB/s     25397 GF/s   2265 Mhz   200 W   70°C
1 492 blocks   126 its      31.750 Fl/B        803 GB/s     25481 GF/s   2310 Mhz   200 W   75°C

0 492 blocks   150 its      37.750 Fl/B        725 GB/s     27378 GF/s   2227 Mhz   200 W   71°C
1 492 blocks   150 its      37.750 Fl/B        741 GB/s     27955 GF/s   2302 Mhz   200 W   76°C

0 492 blocks   164 its      41.250 Fl/B        682 GB/s     28135 GF/s   2272 Mhz   200 W   72°C
1 492 blocks   164 its      41.250 Fl/B        692 GB/s     28557 GF/s   2317 Mhz   200 W   77°C

0 492 blocks   178 its      44.750 Fl/B        641 GB/s     28675 GF/s   2302 Mhz   200 W   73°C
1 492 blocks   178 its      44.750 Fl/B        649 GB/s     29057 GF/s   2347 Mhz   200 W   77°C

0 492 blocks   194 its      48.750 Fl/B        598 GB/s     29145 GF/s   2332 Mhz   200 W   74°C
1 492 blocks   194 its      48.750 Fl/B        606 GB/s     29543 GF/s   2370 Mhz   200 W   78°C

0 492 blocks   212 its      53.250 Fl/B        556 GB/s     29625 GF/s   2340 Mhz   200 W   75°C
1 492 blocks   212 its      53.250 Fl/B        564 GB/s     30035 GF/s   2385 Mhz   200 W   78°C

0 492 blocks   230 its      57.750 Fl/B        522 GB/s     30146 GF/s   2370 Mhz   200 W   76°C
1 492 blocks   230 its      57.750 Fl/B        528 GB/s     30482 GF/s   2415 Mhz   200 W   79°C

0 492 blocks   250 its      62.750 Fl/B        487 GB/s     30563 GF/s   2385 Mhz   200 W   77°C
1 492 blocks   250 its      62.750 Fl/B        493 GB/s     30932 GF/s   2430 Mhz   200 W   80°C

0 492 blocks   296 its      74.250 Fl/B        422 GB/s     31310 GF/s   2392 Mhz   200 W   78°C
1 492 blocks   296 its      74.250 Fl/B        428 GB/s     31778 GF/s   2445 Mhz   200 W   80°C

0 492 blocks   350 its      87.750 Fl/B        360 GB/s     31561 GF/s   2392 Mhz   192 W   77°C
1 492 blocks   350 its      87.750 Fl/B        372 GB/s     32633 GF/s   2490 Mhz   200 W   81°C

0 492 blocks   380 its      95.250 Fl/B        332 GB/s     31589 GF/s   2392 Mhz   189 W   78°C
1 492 blocks   380 its      95.250 Fl/B        346 GB/s     32937 GF/s   2505 Mhz   200 W   81°C

0 492 blocks   412 its      103.250 Fl/B        309 GB/s     31853 GF/s   2392 Mhz   188 W   78°C
1 492 blocks   412 its      103.250 Fl/B        322 GB/s     33207 GF/s   2505 Mhz   200 W   82°C

0 492 blocks   486 its      121.750 Fl/B        263 GB/s     32073 GF/s   2392 Mhz   185 W   78°C
1 492 blocks   486 its      121.750 Fl/B        278 GB/s     33854 GF/s   2527 Mhz   200 W   82°C

0 492 blocks   574 its      143.750 Fl/B        225 GB/s     32272 GF/s   2392 Mhz   172 W   77°C
1 492 blocks   574 its      143.750 Fl/B        239 GB/s     34298 GF/s   2550 Mhz   200 W   83°C

0 492 blocks   622 its      155.750 Fl/B        207 GB/s     32295 GF/s   2392 Mhz   177 W   77°C
1 492 blocks   622 its      155.750 Fl/B        223 GB/s     34678 GF/s   2572 Mhz   200 W   83°C

0 492 blocks   674 its      168.750 Fl/B        193 GB/s     32552 GF/s   2392 Mhz   176 W   77°C
1 492 blocks   674 its      168.750 Fl/B        205 GB/s     34653 GF/s   2565 Mhz   200 W   83°C

0 492 blocks   732 its      183.250 Fl/B        178 GB/s     32577 GF/s   2392 Mhz   172 W   77°C
